Date,AAPL,BA,CVX,JNJ,MCD,MMM,MRK,NIKE,PFE
12.11.1982,0.113454,1.922433,1.703565,1.203879,1.151560,2.973615,0.712759,0.279250,0.449679
15.11.1982,0.110826,1.856144,1.717761,1.146247,1.109769,2.930608,0.714844,0.267734,0.438601
16.11.1982,0.105132,1.839570,1.689368,1.155852,1.100483,2.890599,0.700255,0.258378,0.429319
17.11.1982,0.109950,1.947294,1.724859,1.184668,1.137631,2.940609,0.708592,0.263416,0.430092
18.11.1982,0.109950,1.914147,1.767448,1.171861,1.128343,2.935609,0.702339,0.264856,0.432413
19.11.1982,0.108198,1.889288,1.731956,1.159054,1.105127,2.935609,0.691919,0.269174,0.435507
22.11.1982,0.098561,1.872715,1.668074,1.136642,1.086553,2.800579,0.683582,0.268454,0.431639
23.11.1982,0.101189,1.955578,1.611288,1.143045,1.098162,2.725565,0.671078,0.269894,0.425451
24.11.1982,0.103379,1.980437,1.625483,1.139843,1.114413,2.780577,0.670036,0.273492,0.426998
26.11.1982,0.101627,2.005296,1.618387,1.152651,1.130665,2.800579,0.661699,0.281409,0.433186
29.11.1982,0.101189,2.021870,1.604190,1.149448,1.126021,2.765574,0.666910,0.285008,0.440149
30.11.1982,0.111702,2.146165,1.724859,1.191072,1.126021,2.965615,0.695924,0.300122,0.453299
01.12.1982,0.113892,2.137878,1.689368,1.178265,1.126021,2.920605,0.674899,0.306599,0.464129
02.12.1982,0.113892,2.187597,1.689368,1.143045,1.114413,2.940609,0.686463,0.306599,0.460261
03.12.1982,0.111264,2.162737,1.703565,1.162256,1.123700,2.960613,0.681206,0.307319,0.454072
06.12.1982,0.117397,2.229027,1.767448,1.200677,1.126021,3.015625,0.714846,0.313796,0.467222
07.12.1982,0.118711,2.245602,1.774548,1.248704,1.109769,3.020628,0.713795,0.318115,0.469543
08.12.1982,0.116082,2.171024,1.788742,1.235897,1.098162,2.960613,0.723256,0.318834,0.464129
09.12.1982,0.110388,2.071588,1.802939,1.232696,1.084231,2.870595,0.723256,0.309478,0.450204
10.12.1982,0.102503,2.137878,1.859724,1.226293,1.056370,2.820585,0.719051,0.308039,0.453299
13.12.1982,0.100313,2.187597,1.831331,1.251906,1.063335,2.840589,0.714846,0.302281,0.453299
14.12.1982,0.099437,2.162737,1.760350,1.223090,1.030833,2.820585,0.708539,0.297963,0.426998
15.12.1982,0.098999,2.079875,1.788742,1.210283,1.009937,2.805581,0.683309,0.282129,0.428545
16.12.1982,0.100751,2.088160,1.788742,1.216686,1.012259,2.795581,0.690668,0.277091,0.425451
17.12.1982,0.105570,2.162737,1.845528,1.235897,1.079588,2.850590,0.707487,0.283569,0.427772
20.12.1982,0.105132,2.154452,1.831331,1.235897,1.077266,2.865593,0.711692,0.279250,0.412301
21.12.1982,0.106008,2.295320,1.838430,1.267915,1.095840,2.960613,0.729563,0.278530,0.425451
22.12.1982,0.109074,2.336749,1.824233,1.235897,1.054049,2.960613,0.732717,0.279970,0.426224
23.12.1982,0.112140,2.336749,1.838430,1.255108,1.077266,2.995620,0.733769,0.287167,0.431639
27.12.1982,0.114768,2.320178,1.852627,1.306336,1.086553,3.095641,0.737974,0.282849,0.441695
28.12.1982,0.113892,2.270460,1.810038,1.280722,1.072623,3.050631,0.721153,0.275651,0.433186
29.12.1982,0.109950,2.270460,1.817136,1.287126,1.105127,3.050631,0.725358,0.273492,0.425451
30.12.1982,0.105132,2.229027,1.824233,1.267915,1.102804,3.010624,0.719051,0.271333,0.423130
31.12.1982,0.104694,2.245602,1.817136,1.271117,1.121378,3.000621,0.711692,0.259818,0.426224
03.01.1983,0.099875,2.229027,1.774548,1.267915,1.084231,2.930608,0.706436,0.253340,0.419263
04.01.1983,0.105570,2.253885,1.866823,1.309539,1.081908,3.000621,0.712744,0.251181,0.427772
05.01.1983,0.106008,2.320178,1.937803,1.296732,1.058692,2.920605,0.722205,0.247583,0.420036
06.01.1983,0.102065,2.320178,1.973296,1.264714,1.079588,2.965615,0.737974,0.266295,0.424677
07.01.1983,0.096371,2.320178,1.959098,1.271117,1.077266,3.020628,0.729563,0.244703,0.426224
10.01.1983,0.100751,2.345037,1.944903,1.255108,1.077266,3.080639,0.730615,0.227431,0.437827
11.01.1983,0.102065,2.345037,1.923609,1.235897,1.067980,3.110644,0.726410,0.223112,0.439375
12.01.1983,0.107760,2.394757,1.902314,1.258311,1.084231,3.145652,0.718000,0.240385,0.444789
13.01.1983,0.107760,2.427900,1.831331,1.248704,1.070301,3.130649,0.710641,0.247583,0.447884
14.01.1983,0.115644,2.444474,1.838430,1.261511,1.067980,3.195663,0.720103,0.253340,0.445563
17.01.1983,0.119587,2.411328,1.810038,1.274320,1.067980,3.210665,0.734820,0.240385,0.447110
18.01.1983,0.116959,2.361611,1.824233,1.258311,1.072623,3.190661,0.740076,0.236067,0.443242
19.01.1983,0.117835,2.287033,1.852627,1.255108,1.086553,3.170657,0.743230,0.238946,0.440922
20.01.1983,0.130976,2.278747,1.994590,1.255108,1.061015,3.150652,0.741128,0.249022,0.443242
21.01.1983,0.130976,2.245602,1.987491,1.213485,1.042441,3.095641,0.732717,0.246143,0.433186
24.01.1983,0.123529,2.220742,1.831331,1.197476,1.032558,3.010624,0.719051,0.238946,0.431639
25.01.1983,0.128348,2.320178,1.788742,1.235897,1.058198,2.980618,0.724308,0.238946,0.437054
26.01.1983,0.133605,2.328465,1.831331,1.216686,1.051205,2.960613,0.714846,0.236067,0.436773
27.01.1983,0.142804,2.394757,1.888117,1.255108,1.097821,2.990619,0.725358,0.230309,0.436773
28.01.1983,0.143680,2.336749,1.902314,1.239100,1.090828,3.005622,0.723256,0.230309,0.435213
31.01.1983,0.143242,2.419614,1.881018,1.239100,1.100152,3.010624,0.721153,0.230309,0.427414
01.02.1983,0.146308,2.386470,1.810038,1.223090,1.072182,2.995620,0.715897,0.228870,0.428194
02.02.1983,0.150250,2.378183,1.788742,1.194274,1.104813,3.030629,0.714846,0.223112,0.432093
03.02.1983,0.156383,2.361611,1.859724,1.178265,1.135114,3.045632,0.706436,0.224552,0.446913
04.02.1983,0.154193,2.519052,1.909412,1.178265,1.170078,3.080639,0.714846,0.231749,0.444573
07.02.1983,0.148060,2.525741,1.923609,1.194274,1.160753,3.100641,0.723256,0.230309,0.432093
08.02.1983,0.146746,2.467197,1.873920,1.187870,1.146768,3.045632,0.714846,0.225991,0.429754
09.02.1983,0.148060,2.450471,1.909412,1.178265,1.125791,3.050631,0.701180,0.231749,0.428974
10.02.1983,0.157697,2.475562,2.001688,1.181466,1.149099,3.120645,0.691719,0.233188,0.446913
11.02.1983,0.162953,2.475562,1.966198,1.165457,1.137445,3.135649,0.689617,0.247583,0.446913
14.02.1983,0.162077,2.475562,1.944903,1.178265,1.142107,3.185662,0.693822,0.261977,0.447692
15.02.1983,0.159011,2.391927,1.973296,1.187870,1.125791,3.145652,0.706436,0.264856,0.444573
16.02.1983,0.155945,2.425381,1.966198,1.181466,1.114137,3.080639,0.714846,0.260538,0.436773
17.02.1983,0.154193,2.408654,2.001688,1.187870,1.128122,3.050631,0.699077,0.266295,0.431314
18.02.1983,0.159011,2.391927,2.008787,1.191089,1.137445,3.068831,0.696975,0.266295,0.439893
22.02.1983,0.162953,2.375202,1.930707,1.174994,1.146768,3.063776,0.693822,0.260538,0.432873
23.02.1983,0.164268,2.425381,1.944903,1.178212,1.172407,3.094114,0.696975,0.263416,0.428194
24.02.1983,0.168649,2.475562,2.065572,1.200747,1.233009,3.235674,0.714846,0.220233,0.432873
25.02.1983,0.163830,2.458834,2.086866,1.220062,1.221354,3.190170,0.713795,0.195763,0.439893
28.02.1983,0.159887,2.450471,2.044277,1.220062,1.233009,3.159838,0.710191,0.205839,0.436773
01.03.1983,0.162516,2.483925,2.101062,1.261910,1.267972,3.215451,0.714431,0.202960,0.453932
02.03.1983,0.163830,2.467197,2.093964,1.287664,1.288949,3.240729,0.731391,0.197202,0.463292
03.03.1983,0.158573,2.425381,2.115260,1.294102,1.272633,3.215451,0.738810,0.191445,0.464852
04.03.1983,0.156383,2.417019,2.129454,1.236157,1.267972,3.230617,0.744111,0.187126,0.480451
07.03.1983,0.153317,2.425381,2.150751,1.191089,1.272633,3.306453,0.746230,0.184247,0.480451
08.03.1983,0.148498,2.417019,2.058474,1.181432,1.265640,3.225560,0.739870,0.179929,0.472651
09.03.1983,0.152878,2.509015,2.101062,1.203967,1.286619,3.235674,0.744111,0.184247,0.474211
10.03.1983,0.150688,2.534106,2.101062,1.184651,1.284287,3.195227,0.740930,0.188565,0.467192
11.03.1983,0.148498,2.509015,2.079767,1.184651,1.267972,3.154781,0.740930,0.187126,0.466411
14.03.1983,0.144994,2.475562,2.101062,1.181432,1.258649,3.139612,0.732451,0.185687,0.458612
15.03.1983,0.147184,2.509015,2.086866,1.168555,1.267972,3.154781,0.731391,0.185687,0.460952
16.03.1983,0.147184,2.534106,1.994590,1.155678,1.253986,3.154781,0.727150,0.185687,0.453152
17.03.1983,0.148498,2.542470,1.966198,1.165336,1.272633,3.134556,0.723971,0.184247,0.452372
18.03.1983,0.150688,2.542470,1.980394,1.178212,1.265640,3.144670,0.712311,0.179929,0.455492
21.03.1983,0.154193,2.534106,2.015885,1.171774,1.295942,3.185117,0.717611,0.182808,0.470311
22.03.1983,0.155945,2.559195,1.980394,1.194308,1.300604,3.180061,0.726091,0.184247,0.471091
23.03.1983,0.148498,2.634465,1.994590,1.210403,1.328573,3.235674,0.725030,0.187126,0.479671
24.03.1983,0.151126,2.642829,2.030081,1.200747,1.323912,3.215451,0.735631,0.182808,0.471871
25.03.1983,0.151126,2.718099,2.022983,1.210403,1.293610,3.190170,0.722911,0.185687,0.467972
28.03.1983,0.148936,2.743190,2.001688,1.232939,1.291280,3.205338,0.714431,0.184247,0.464852
29.03.1983,0.153317,2.693010,2.008787,1.223280,1.286619,3.190170,0.720791,0.185687,0.471871
30.03.1983,0.155069,2.718099,2.058474,1.232939,1.305266,3.205338,0.729271,0.187126,0.480451
31.03.1983,0.148060,2.676283,2.179142,1.220062,1.281956,3.159838,0.719731,0.192884,0.472651
04.04.1983,0.144118,2.659555,2.200436,1.200747,1.286619,3.149723,0.720791,0.192884,0.477331
05.04.1983,0.141490,2.693010,2.150751,1.197528,1.270302,3.124445,0.716551,0.192884,0.475771
06.04.1983,0.140175,2.684646,2.086866,1.178212,1.260980,3.068831,0.705951,0.190006,0.475771
07.04.1983,0.138861,2.684646,2.093964,1.171774,1.258649,3.078945,0.703831,0.191445,0.478111
08.04.1983,0.137985,2.726462,2.172044,1.178212,1.277295,3.073888,0.702771,0.188565,0.483571
11.04.1983,0.145870,2.810096,2.207536,1.171774,1.295942,3.114335,0.711251,0.187126,0.490590
12.04.1983,0.148936,2.801734,2.200436,1.162116,1.302934,3.144670,0.708071,0.187126,0.502289
13.04.1983,0.154193,2.801734,2.164946,1.168555,1.281956,3.129503,0.701711,0.187126,0.498389
14.04.1983,0.157697,2.785006,2.136555,1.171774,1.265640,3.205338,0.701711,0.187126,0.508529
15.04.1983,0.160325,2.759917,2.136555,1.184651,1.284287,3.225560,0.701711,0.194324,0.506969
18.04.1983,0.164706,2.734826,2.101062,1.229719,1.337896,3.311510,0.711251,0.194324,0.515548
19.04.1983,0.162953,2.701373,2.079767,1.226500,1.337896,3.336788,0.710191,0.192884,0.524908
20.04.1983,0.177409,2.726462,2.101062,1.245816,1.361206,3.407567,0.710191,0.194324,0.519448
21.04.1983,0.182228,2.734826,2.058474,1.245816,1.379852,3.397455,0.710191,0.195763,0.514769
22.04.1983,0.178724,2.759917,2.051376,1.252253,1.370528,3.442958,0.720791,0.205839,0.509309
25.04.1983,0.170401,2.743190,2.058474,1.242596,1.365867,3.397455,0.720791,0.213036,0.503069
26.04.1983,0.175219,2.676283,2.186240,1.236157,1.347220,3.458125,0.735631,0.234627,0.513208
27.04.1983,0.173467,2.617740,2.243027,1.255472,1.272633,3.448013,0.763190,0.230309,0.513989
28.04.1983,0.175219,2.601013,2.264322,1.294102,1.272633,3.442958,0.781210,0.223112,0.509309
29.04.1983,0.176971,2.559195,2.314009,1.290883,1.295942,3.437902,0.801350,0.228870,0.513208
02.05.1983,0.171715,2.534106,2.271420,1.274787,1.256317,3.351954,0.792870,0.230309,0.506969
03.05.1983,0.169963,2.500651,2.257224,1.310198,1.226016,3.372177,0.794990,0.224552,0.499170
04.05.1983,0.180476,2.542470,2.228830,1.297321,1.230678,3.281173,0.792870,0.225991,0.500729
05.05.1983,0.192303,2.609377,2.157849,1.297321,1.221354,3.362064,0.792870,0.225991,0.524128
06.05.1983,0.193179,2.617740,2.179142,1.297321,1.244663,3.417678,0.787570,0.224552,0.526468
09.05.1983,0.190551,2.540100,2.179142,1.278007,1.265640,3.448013,0.771670,0.225991,0.528027
10.05.1983,0.191865,2.523223,2.172044,1.300540,1.244663,3.483404,0.771670,0.223112,0.525688
11.05.1983,0.187046,2.514784,2.193339,1.287664,1.223686,3.488460,0.771670,0.215915,0.517888
12.05.1983,0.185294,2.514784,2.200436,1.261910,1.205039,3.493515,0.779090,0.218794,0.513989
13.05.1983,0.186170,2.523223,2.179142,1.261910,1.212032,3.483404,0.769550,0.220233,0.523917
16.05.1983,0.181352,2.514784,2.235927,1.259321,1.216694,3.471152,0.756830,0.210157,0.513706
17.05.1983,0.181790,2.531662,2.221731,1.272272,1.212032,3.455838,0.748351,0.215915,0.511349
18.05.1983,0.183980,2.514784,2.157849,1.259321,1.188723,3.501780,0.748351,0.223112,0.508207
19.05.1983,0.189674,2.497907,2.122357,1.233422,1.188723,3.506886,0.733511,0.227431,0.500352
20.05.1983,0.199311,2.472589,2.101062,1.223711,1.188723,3.491570,0.745171,0.225991,0.498782
23.05.1983,0.201502,2.472589,2.143652,1.236660,1.209701,3.471152,0.750471,0.225991,0.501924
24.05.1983,0.212015,2.489466,2.179142,1.256084,1.235439,3.547722,0.754710,0.231749,0.497996
25.05.1983,0.210263,2.632930,2.157849,1.249609,1.219059,3.563034,0.746230,0.227431,0.503494
26.05.1983,0.208073,2.776389,2.108162,1.252847,1.200341,3.573245,0.739870,0.227431,0.500352
27.05.1983,0.208073,2.751072,2.122357,1.220474,1.183962,3.583454,0.739870,0.225991,0.500352
31.05.1983,0.202378,2.700440,2.093964,1.191337,1.179282,3.542619,0.735168,0.225991,0.483072
01.06.1983,0.203692,2.784829,2.065572,1.194574,1.195662,3.578351,0.728757,0.227431,0.484643
02.06.1983,0.205007,2.978922,2.072670,1.217235,1.162904,3.593664,0.729826,0.227431,0.488570
03.06.1983,0.215082,2.945167,2.058474,1.226948,1.160563,3.563034,0.724483,0.227431,0.482286
06.06.1983,0.219900,2.928289,2.022983,1.220474,1.174603,3.573245,0.723414,0.224552,0.484643
07.06.1983,0.212453,2.894533,1.966198,1.210762,1.165244,3.511991,0.719141,0.220233,0.486999
08.06.1983,0.209825,2.835461,1.930707,1.191337,1.141845,3.440524,0.718072,0.215915,0.490141
09.06.1983,0.208511,2.843900,1.944903,1.191337,1.179282,3.450735,0.728757,0.213036,0.488570
10.06.1983,0.207635,2.970486,1.966198,1.188100,1.174603,3.466049,0.723414,0.215915,0.489356
13.06.1983,0.200626,2.945167,2.022983,1.181626,1.202681,3.573245,0.727689,0.214476,0.483072
14.06.1983,0.196245,3.071748,2.022983,1.188100,1.205021,3.583454,0.733032,0.213036,0.483072
15.06.1983,0.190551,3.147700,2.001688,1.194574,1.205021,3.649815,0.726620,0.208718,0.481501
16.06.1983,0.200626,3.206773,2.086866,1.233422,1.183962,3.675337,0.731963,0.205839,0.497996
17.06.1983,0.196683,3.156138,2.186240,1.233422,1.172263,3.649815,0.731963,0.205839,0.504280
20.06.1983,0.187046,3.198332,2.172044,1.220474,1.176944,3.608978,0.729826,0.202960,0.501924
21.06.1983,0.188360,3.206773,2.228830,1.249609,1.198002,3.588559,0.745854,0.202960,0.506636
22.06.1983,0.194055,3.223650,2.243027,1.230185,1.212040,3.532411,0.743717,0.200081,0.502709
23.06.1983,0.187922,3.189894,2.207536,1.230185,1.207361,3.552824,0.752265,0.198641,0.513706
24.06.1983,0.186608,3.173016,2.235927,1.262558,1.237779,3.542619,0.780048,0.200081,0.545910
27.06.1983,0.176533,3.063311,2.164946,1.269032,1.233099,3.496676,0.774705,0.200081,0.545910
28.06.1983,0.164268,3.029556,2.172044,1.239898,1.221400,3.445629,0.777911,0.198641,0.540412
29.06.1983,0.172153,3.130823,2.193339,1.256084,1.228420,3.455838,0.781117,0.197202,0.540412
30.06.1983,0.171277,3.088629,2.228830,1.275507,1.226079,3.420105,0.793939,0.197202,0.550623
01.07.1983,0.172591,3.088629,2.207536,1.275507,1.226079,3.394582,0.803556,0.201521,0.562406
05.07.1983,0.165582,3.029556,2.193339,1.239898,1.202681,3.389478,0.795008,0.201521,0.545125
06.07.1983,0.166020,3.012678,2.243027,1.252847,1.244799,3.476258,0.799282,0.198641,0.541983
07.07.1983,0.163830,2.995802,2.221731,1.265796,1.230759,3.415003,0.805694,0.195763,0.526273
08.07.1983,0.162077,3.054873,2.193339,1.275507,1.221400,3.440524,0.800351,0.190006,0.524703
11.07.1983,0.166458,3.130823,2.193339,1.275507,1.221400,3.466049,0.797145,0.192884,0.523132
12.07.1983,0.162516,3.130823,2.150751,1.246372,1.214380,3.445629,0.783254,0.191445,0.515276
13.07.1983,0.161639,3.088629,2.150751,1.230185,1.200341,3.430315,0.769363,0.187126,0.513706
14.07.1983,0.161201,3.037994,2.157849,1.220474,1.209700,3.450735,0.772568,0.188565,0.508993
15.07.1983,0.155507,3.012678,2.157849,1.201049,1.202653,3.430315,0.770431,0.187126,0.508993
18.07.1983,0.155069,2.953606,2.157849,1.191337,1.200305,3.389478,0.768294,0.184247,0.512134
19.07.1983,0.153317,2.936728,2.164946,1.191337,1.212049,3.415003,0.790734,0.187126,0.512134
20.07.1983,0.144556,3.012678,2.207536,1.230185,1.249633,3.450735,0.822791,0.201521,0.537270
21.07.1983,0.152002,3.037994,2.172044,1.226948,1.242585,3.471152,0.822791,0.211596,0.530986
22.07.1983,0.153317,3.037994,2.164946,1.217235,1.214399,3.471152,0.839888,0.217354,0.505851
25.07.1983,0.151126,3.080191,2.186240,1.191337,1.202653,3.486465,0.834545,0.215915,0.527845
26.07.1983,0.137109,3.122384,2.193339,1.191337,1.202653,3.466049,0.839888,0.215915,0.529932
27.07.1983,0.127034,3.054873,2.200436,1.175151,1.143931,3.343535,0.827065,0.201521,0.510950
28.07.1983,0.119149,2.995802,2.143652,1.158964,1.155675,3.272070,0.819584,0.191445,0.515695
29.07.1983,0.122215,2.810146,2.044277,1.139540,1.155675,3.246548,0.801419,0.192884,0.490385
01.08.1983,0.120901,2.835461,2.022983,1.129828,1.143931,3.236339,0.806762,0.191445,0.471403
02.08.1983,0.120463,2.767951,2.022983,1.123353,1.129837,3.246548,0.817448,0.192884,0.472984
03.08.1983,0.122215,2.818584,2.086866,1.116879,1.122790,3.221026,0.814242,0.197202,0.487221
04.08.1983,0.116521,2.843900,2.044277,1.107166,1.108697,3.215923,0.799282,0.195763,0.476148
05.08.1983,0.118711,2.801707,2.022983,1.103929,1.087556,3.215923,0.800351,0.195763,0.474566
08.08.1983,0.119149,2.723409,1.994590,1.081268,1.071113,3.124038,0.793939,0.195763,0.461911
09.08.1983,0.120463,2.731919,2.044277,1.087743,1.099301,3.118931,0.792871,0.194324,0.490385
10.08.1983,0.120025,2.723409,2.093964,1.110405,1.099301,3.134245,0.798214,0.192884,0.476148
11.08.1983,0.118273,2.748941,2.086866,1.123353,1.108697,3.139351,0.812105,0.191445,0.479312
12.08.1983,0.117397,2.757450,2.108162,1.136303,1.092254,3.205711,0.824928,0.194324,0.479312
15.08.1983,0.120463,2.782981,2.129454,1.146728,1.103999,3.229441,0.818516,0.205839,0.482476
16.08.1983,0.118711,2.757450,2.157849,1.123924,1.108697,3.224282,0.809968,0.204400,0.480894
17.08.1983,0.116082,2.714898,2.221731,1.120666,1.099301,3.213964,0.832408,0.202960,0.482476
18.08.1983,0.117397,2.646813,2.172044,1.123924,1.080510,3.162376,0.830271,0.198641,0.463493
19.08.1983,0.118273,2.629792,2.179142,1.094603,1.082858,3.136584,0.830271,0.195763,0.463493
22.08.1983,0.117835,2.561706,2.214635,1.104377,1.082858,3.219123,0.822791,0.198641,0.469821
23.08.1983,0.111702,2.527664,2.207536,1.088088,1.057020,3.213964,0.814242,0.195763,0.458747
24.08.1983,0.106008,2.485109,2.150751,1.068542,1.066416,3.224282,0.813173,0.192884,0.452420
25.08.1983,0.106884,2.485109,2.122357,1.065284,1.061718,3.255238,0.815311,0.194324,0.447674
26.08.1983,0.108198,2.544685,2.129454,1.065284,1.096951,3.281030,0.824928,0.191445,0.472984
29.08.1983,0.109512,2.493620,2.093964,1.071800,1.103999,3.234600,0.827726,0.191445,0.477730
30.08.1983,0.115206,2.544685,2.101062,1.065284,1.118092,3.177854,0.830955,0.190006,0.477730
31.08.1983,0.130538,2.578729,2.093964,1.071800,1.134535,3.234600,0.829879,0.195763,0.484058
01.09.1983,0.127472,2.663834,2.101062,1.075057,1.139233,3.229441,0.790053,0.195763,0.480894
02.09.1983,0.133167,2.723409,2.115260,1.078315,1.141581,3.281030,0.794359,0.198641,0.471403
06.09.1983,0.137985,2.791495,2.129454,1.097862,1.169769,3.373890,0.793283,0.200081,0.482476
07.09.1983,0.121339,2.782981,2.136555,1.110892,1.190909,3.353253,0.793283,0.200081,0.472984
08.09.1983,0.111264,2.791495,2.136555,1.101119,1.179164,3.379050,0.792206,0.200081,0.458747
09.09.1983,0.107322,2.774472,2.122357,1.097862,1.169769,3.358413,0.785747,0.198641,0.466657
12.09.1983,0.107322,2.791495,2.051376,1.097862,1.179164,3.317143,0.782519,0.190006,0.477730
13.09.1983,0.112140,2.817026,2.058474,1.097862,1.167420,3.239760,0.785747,0.185687,0.474566
14.09.1983,0.110826,2.834048,2.037179,1.114150,1.165070,3.260398,0.794359,0.184247,0.480894
15.09.1983,0.105570,2.851068,1.994590,1.104377,1.153326,3.234600,0.779290,0.185687,0.471403
16.09.1983,0.102941,2.842557,2.001688,1.123924,1.183862,3.275873,0.794359,0.187126,0.480894
19.09.1983,0.112140,2.953195,2.079767,1.149986,1.202653,3.291348,0.806198,0.200081,0.482476
20.09.1983,0.112578,2.919152,2.093964,1.163017,1.233190,3.373890,0.814810,0.202960,0.499877
21.09.1983,0.110388,2.859579,2.072670,1.149986,1.219097,3.327461,0.811581,0.202960,0.504622
22.09.1983,0.113892,2.910643,2.072670,1.169532,1.230840,3.446115,0.818039,0.207278,0.515695
23.09.1983,0.084981,2.927663,2.093964,1.163017,1.233190,3.456433,0.816962,0.205839,0.518859
26.09.1983,0.087171,2.910643,2.101062,1.172790,1.228492,3.451274,0.842795,0.201521,0.518859
27.09.1983,0.082353,2.714898,2.072670,1.182563,1.216747,3.466750,0.826650,0.197202,0.518859
28.09.1983,0.080163,2.621279,2.072670,1.172790,1.219097,3.435797,0.828802,0.197202,0.517277
29.09.1983,0.079725,2.646813,2.044277,1.172790,1.221445,3.440954,0.830955,0.192884,0.514113
30.09.1983,0.081039,2.689367,2.022983,1.176047,1.214399,3.430637,0.830955,0.194324,0.503041
03.10.1983,0.081039,2.791495,2.022983,1.172790,1.228492,3.415159,0.837413,0.192884,0.523605
04.10.1983,0.080163,2.817026,1.987491,1.208625,1.233190,3.440954,0.844948,0.201521,0.525187
05.10.1983,0.078848,2.800004,1.966198,1.224913,1.249633,3.528654,0.861094,0.207278,0.529932
06.10.1983,0.077972,2.851068,2.008787,1.247719,1.263726,3.678260,0.872934,0.207278,0.550496
07.10.1983,0.071402,2.919152,2.008787,1.231429,1.263726,3.673104,0.878315,0.207278,0.555242
10.10.1983,0.069212,2.893620,2.072670,1.234687,1.256680,3.683422,0.885850,0.208718,0.553660
11.10.1983,0.067898,2.800004,2.065572,1.228171,1.247284,3.611199,0.863246,0.207278,0.542587
12.10.1983,0.074030,2.748941,2.079767,1.221657,1.266075,3.559608,0.861094,0.211596,0.536260
13.10.1983,0.080601,2.723409,2.086866,1.195594,1.259028,3.533816,0.871858,0.213036,0.536260
14.10.1983,0.079725,2.714898,2.136555,1.202110,1.249633,3.533816,0.889079,0.211596,0.534678
17.10.1983,0.073592,2.638300,2.143652,1.211882,1.249633,3.554449,0.897690,0.211596,0.531515
18.10.1983,0.067898,2.621279,2.150751,1.189078,1.244934,3.544132,0.881545,0.213036,0.526769
19.10.1983,0.075344,2.587240,2.108162,1.185820,1.242585,3.513180,0.868628,0.207278,0.520441
20.10.1983,0.071402,2.553196,2.093964,1.198852,1.256680,3.518338,0.869705,0.208718,0.518859
21.10.1983,0.069650,2.578729,2.079767,1.202110,1.261377,3.508018,0.876162,0.207278,0.510950
24.10.1983,0.074030,2.578729,2.072670,1.185820,1.280169,3.513180,0.866476,0.207278,0.515695
25.10.1983,0.074468,2.570216,2.072670,1.182563,1.296671,3.544132,0.867552,0.210157,0.514113
26.10.1983,0.070526,2.553196,2.008787,1.149986,1.306102,3.518338,0.869705,0.211596,0.504622
27.10.1983,0.074030,2.553196,1.959098,1.166274,1.329679,3.533816,0.858940,0.210157,0.495131
28.10.1983,0.073154,2.587240,1.980394,1.156501,1.313174,3.538972,0.810504,0.210157,0.493549
31.10.1983,0.079286,2.595748,2.001688,1.143470,1.310817,3.508018,0.824497,0.210157,0.488803
01.11.1983,0.080601,2.672343,2.037179,1.146728,1.301388,3.533816,0.848177,0.211596,0.485639
02.11.1983,0.082353,2.723409,2.015885,1.140213,1.315532,3.497704,0.838490,0.210157,0.504622
03.11.1983,0.076658,2.721690,2.008787,1.156501,1.315532,3.451274,0.835260,0.210157,0.493549
04.11.1983,0.074030,2.687348,2.008787,1.159758,1.303744,3.477067,0.821268,0.210157,0.495131
07.11.1983,0.073592,2.730275,1.966198,1.166274,1.317890,3.461590,0.823420,0.211596,0.493549
08.11.1983,0.062641,2.747450,1.930707,1.163017,1.327320,3.461590,0.829879,0.205839,0.491967
09.11.1983,0.067460,2.807547,1.944903,1.146728,1.348538,3.513180,0.836337,0.204400,0.490385
10.11.1983,0.068774,2.833307,1.930707,1.146728,1.367399,3.559608,0.839567,0.204400,0.498295
11.11.1983,0.070088,2.790376,1.937803,1.156501,1.390975,3.575085,0.846025,0.204400,0.512532
14.11.1983,0.069212,2.833307,1.959098,1.163713,1.386259,3.593836,0.852482,0.207278,0.521008
15.11.1983,0.069212,2.884821,1.966198,1.160434,1.393333,3.546958,0.850330,0.205839,0.513041
16.11.1983,0.070088,2.798962,1.973296,1.153879,1.383903,3.557377,0.850330,0.210157,0.497108
17.11.1983,0.071840,2.781790,1.944903,1.140766,1.357969,3.567793,0.843871,0.192884,0.505075
18.11.1983,0.072278,2.807547,1.909412,1.107986,1.362684,3.573002,0.841719,0.191445,0.501888
21.11.1983,0.075344,2.910578,1.930707,1.104708,1.376830,3.692796,0.843871,0.190006,0.492328
22.11.1983,0.075344,2.979264,1.973296,1.101430,1.350896,3.656337,0.844948,0.187126,0.485955
23.11.1983,0.071402,3.005021,1.987491,1.107986,1.334393,3.609460,0.838490,0.182808,0.484362
25.11.1983,0.071840,2.996437,1.994590,1.111264,1.341465,3.619879,0.842795,0.177050,0.481175
28.11.1983,0.073592,3.013607,1.987491,1.098152,1.336750,3.614670,0.842795,0.171293,0.476395
29.11.1983,0.072716,3.108051,2.015885,1.101430,1.332035,3.604253,0.853642,0.174171,0.481175
30.11.1983,0.071402,3.133810,1.966198,1.111264,1.336750,3.567793,0.848219,0.175611,0.471616
01.12.1983,0.070964,3.108051,1.959098,1.075205,1.376830,3.526124,0.837372,0.177050,0.474802
02.12.1983,0.069650,3.065122,1.937803,1.101430,1.367399,3.515707,0.817848,0.175611,0.452496
